(И, 0.9837832881586122), (Н, 0.9549024472663307), (П, 0.8764017500336498), (В, 0.8735881859946615), (К, 0.8576256096783504), (Я, 0.8513806704203846), (Ц, 0.8420424919868551), (Ф, 0.8206127934270058), (Ы, 0.8173481082938656), (О, 0.8160677760514953), (А, 0.8127438969014001), (Ч, 0.8125262729616272), (Х, 0.802138695111587), (Ж, 0.7915143234827293), (Р, 0.7824609236112412), (Е, 0.7692661433088092), (Б, 0.7689840350438816), (Ъ, 0.7463190326625136), (Э, 0.7355083356709493), (У, 0.7289815780099843), (Л, 0.700370231548892), (Д, 0.6991908587139732), (Щ, 0.6990631539629637), (М, 0.6897952490109693), (Й, 0.6843967290049966), (Ш, 0.6581089055002374), (Ь, 0.6540105694700158), (Ю, 0.6074132988602445), (З, 0.5935103128854574), (Т, 0.5848842554836974), (Ё, 0.5112548547327671), (С, 0.4898899285746977), (Г, 0.4513786056040814)
(Х, 0.9645643418936448), (Ц, 0.8767606596303571), (К, 0.8561500507367474), (Ъ, 0.8447548587154228), (А, 0.8421935538391281), (Э, 0.8421350347601297), (П, 0.841698211900263), (У, 0.8231521572162595), (Н, 0.8190645359217459), (Ч, 0.8139669520107964), (И, 0.8122574685723702), (Е, 0.8036285981372828), (В, 0.758445810956951), (Б, 0.7573489226293143), (Л, 0.7447105019533182), (Я, 0.7407320126682708), (Д, 0.7376389486805807), (О, 0.7337562919239216), (Т, 0.71864418942383), (Ж, 0.7158342807293596), (Р, 0.7086560353958689), (Ы, 0.7070592974382696), (Ф, 0.6776413756874604), (Й, 0.6730839084145477), (З, 0.6723503393914875), (Ь, 0.6623267628711156), (Щ, 0.6520643617830348), (М, 0.622175306420827), (Ш, 0.5885168534844265), (Ё, 0.5394610820641221), (Ю, 0.532303667642621), (С, 0.5159217385516275), (Г, 0.5103175561932655)

(З, 0.9474603829178735), (Б, 0.7609465032632793), (Е, 0.7458104576500133), (Й, 0.7316805995674405), (Д, 0.7248443965288174), (Ь, 0.6981981379786081), (Ё, 0.6761621031657574), (К, 0.6740461121285335), (Ъ, 0.6595461382312058), (Ц, 0.652189291645542), (Т, 0.6472826581962017), (А, 0.6368575258514101), (Э, 0.6316281878892005), (Х, 0.6094855841261333), (Р, 0.6058012123946299), (В, 0.587588658100284), (Л, 0.561763423701379), (У, 0.5617120541963803), (И, 0.555885838064243), (О, 0.5544279810829533), (П, 0.5487353388392018), (Н, 0.5470433642341461), (Г, 0.5428205689708232), (Я, 0.5269989767845222), (Ч, 0.5052171621586914), (С, 0.4958018195375552), (Ф, 0.4399951876358996), (Ы, 0.4249754122055337), (Ж, 0.39521889062036664), (Щ, 0.3661876914600253), (М, 0.3262734384841113), (Ш, 0.29638342353040137), (Ю, 0.2525807031626678)
(В, 0.9635644429562308), (Я, 0.8582508461074674), (И, 0.8420510158825373), (К, 0.8257478542258285), (Б, 0.8257393792562988), (Ф, 0.8205208615642864), (Н, 0.8167439554142942), (Р, 0.8040298783763835), (Е, 0.777042850167356), (Ц, 0.7662702498285179), (Ч, 0.744193038877312), (А, 0.7433501015958646), (П, 0.7411816753231502), (Ъ, 0.7390645360123611), (Х, 0.7235643010351673), (О, 0.7183812500489872), (Ы, 0.6955651828425768), (Ж, 0.6808079931888791), (Ь, 0.6738085054764349), (Й, 0.6719708153703586), (Э, 0.6509287228264131), (Д, 0.6462485915696705), (У, 0.6397950169667044), (З, 0.6255284136961639), (Л, 0.5890686664710549), (Щ, 0.5786503728432428), (М, 0.5705972786454744), (Т, 0.5423014082088864), (Ш, 0.534442045112549), (Ё, 0.49655533784546135), (Ю, 0.4857723115785393), (С, 0.41446860103744754), (Г, 0.4008061612797117)
(Е, 0.9492070921996159), (Б, 0.8761779233869711), (К, 0.8702745312905893), (Ц, 0.8178959916265874), (Й, 0.784605149971678), (Р, 0.7785458749984353), (Д, 0.7764170185245707), (З, 0.7633174400622981), (Ь, 0.7539671661358215), (О, 0.7408623202160474), (Ъ, 0.7396758325300135), (И, 0.7382450649933364), (Х, 0.7374875849527026), (В, 0.7364561014684634), (А, 0.7329392450227061), (У, 0.7293560956916558), (П, 0.723084296946311), (Н, 0.7192636247133984), (Э, 0.7136638959087072), (Т, 0.6898087207115755), (Ё, 0.6859433153254993), (Ч, 0.6574414919115413), (Я, 0.6546258462099328), (Л, 0.6496732237200371), (С, 0.6076248489349126), (Ф, 0.6047830546137507), (Г, 0.5987909461259546), (Ы, 0.589615320129143), (Ж, 0.5574314589015673), (Щ, 0.5448897579078064), (М, 0.4881617322469378), (Ш, 0.4557748062711494), (Ю, 0.42352998096979266)
(З, 0.9474603829178735), (Б, 0.7609465032632793), (Е, 0.7458104576500133), (Й, 0.7316805995674405), (Д, 0.7248443965288174), (Ь, 0.6981981379786081), (Ё, 0.6761621031657574), (К, 0.6740461121285335), (Ъ, 0.6595461382312058), (Ц, 0.652189291645542), (Т, 0.6472826581962017), (А, 0.6368575258514101), (Э, 0.6316281878892005), (Х, 0.6094855841261333), (Р, 0.6058012123946299), (В, 0.587588658100284), (Л, 0.561763423701379), (У, 0.5617120541963803), (И, 0.555885838064243), (О, 0.5544279810829533), (П, 0.5487353388392018), (Н, 0.5470433642341461), (Г, 0.5428205689708232), (Я, 0.5269989767845222), (Ч, 0.5052171621586914), (С, 0.4958018195375552), (Ф, 0.4399951876358996), (Ы, 0.4249754122055337), (Ж, 0.39521889062036664), (Щ, 0.3661876914600253), (М, 0.3262734384841113), (Ш, 0.29638342353040137), (Ю, 0.2525807031626678)
(Д, 0.9529294491677702), (Е, 0.8180522412949166), (Л, 0.7982753210288362), (Ц, 0.7946759694913909), (К, 0.7928541325446918), (А, 0.7794460692790273), (З, 0.7787820939053157), (Т, 0.7744151566605723), (Э, 0.7729872713931227), (У, 0.7609739525165069), (Й, 0.7603532797628981), (Б, 0.7597366020815794), (Х, 0.759519829531772), (П, 0.7408213705192139), (Р, 0.7181461385214692), (О, 0.7140084919698109), (И, 0.709685395532366), (Н, 0.7059619918599366), (Ъ, 0.6967553502243902), (Г, 0.6671364970367888), (В, 0.6658591063688993), (Ь, 0.6565181815800863), (Ё, 0.6484639718137493), (С, 0.6356563342136574), (Я, 0.6339468219593608), (Ч, 0.6203318760865801), (Ы, 0.5948121175283412), (Ж, 0.562826719490445), (Ф, 0.54803023169365), (Щ, 0.5352015974942521), (М, 0.4979893196403956), (Ш, 0.4777191721181644), (Ю, 0.432399662194104)

(Э, 0.9574048615107195), (Ц, 0.8731177101354676), (Х, 0.8610273678107593), (А, 0.8484165951113678), (Ъ, 0.8322841514894732), (К, 0.8019349100947435), (П, 0.800458959460058), (Л, 0.7702442088776964), (Д, 0.7696327715460693), (Е, 0.7640521528337626), (Н, 0.7630377175430051), (Ч, 0.7595692928529347), (О, 0.7520513083688387), (У, 0.7491573244502316), (Й, 0.7471309817910159), (И, 0.7462571738473494), (Б, 0.7440622719808813), (Ь, 0.7231503281842742), (З, 0.6989642803043894), (Ы, 0.6874079236062142), (В, 0.6849551242605066), (Т, 0.6840375749574256), (Ж, 0.6641437861076414), (Щ, 0.6608395425653282), (Я, 0.6607841908588559), (Р, 0.6289662033587932), (Ё, 0.6280960916976268), (М, 0.6223739041752763), (Ф, 0.5988402077700581), (Ш, 0.592389817628548), (С, 0.5643554072287853), (Ю, 0.5455356811745493), (Г, 0.5176727971901135)
(Т, 0.945533399296401), (У, 0.7364535056298217), (Д, 0.7350779823194735), (Г, 0.7290452821750291), (Е, 0.6975184129702643), (З, 0.683119627828515), (Л, 0.6734488442867563), (Х, 0.658900437360143), (К, 0.6412458585746034), (Ц, 0.6249406913759796), (Э, 0.6198279441646051), (Р, 0.617203422195338), (Б, 0.5978652584915268), (П, 0.5962300644714718), (А, 0.5943906732667956), (Ъ, 0.570624879482016), (С, 0.5650675991931945), (И, 0.5537948422836119), (Н, 0.5452824698687269), (Й, 0.5431456414147074), (О, 0.5220052760071567), (В, 0.5202692781555485), (Ё, 0.49769931639583254), (Я, 0.49480391511268407), (Ч, 0.4900684619781257), (Ь, 0.4768807145842655), (Ж, 0.42746379487442865), (Ы, 0.4269173007370881), (Ф, 0.40570676285950646), (Щ, 0.3842256134781592), (М, 0.3425823789726755), (Ш, 0.32577240027041543), (Ю, 0.2745652879552585)
(И, 0.9837832881586122), (Н, 0.9549024472663307), (П, 0.8764017500336498), (В, 0.8735881859946615), (К, 0.8576256096783504), (Я, 0.8513806704203846), (Ц, 0.8420424919868551), (Ф, 0.8206127934270058), (Ы, 0.8173481082938656), (О, 0.8160677760514953), (А, 0.8127438969014001), (Ч, 0.8125262729616272), (Х, 0.802138695111587), (Ж, 0.7915143234827293), (Р, 0.7824609236112412), (Е, 0.7692661433088092), (Б, 0.7689840350438816), (Ъ, 0.7463190326625136), (Э, 0.7355083356709493), (У, 0.7289815780099843), (Л, 0.700370231548892), (Д, 0.6991908587139732), (Щ, 0.6990631539629637), (М, 0.6897952490109693), (Й, 0.6843967290049966), (Ш, 0.6581089055002374), (Ь, 0.6540105694700158), (Ю, 0.6074132988602445), (З, 0.5935103128854574), (Т, 0.5848842554836974), (Ё, 0.5112548547327671), (С, 0.4898899285746977), (Г, 0.4513786056040814)
(Х, 0.9645643418936448), (Ц, 0.8767606596303571), (К, 0.8561500507367474), (Ъ, 0.8447548587154228), (А, 0.8421935538391281), (Э, 0.8421350347601297), (П, 0.841698211900263), (У, 0.8231521572162595), (Н, 0.8190645359217459), (Ч, 0.8139669520107964), (И, 0.8122574685723702), (Е, 0.8036285981372828), (В, 0.758445810956951), (Б, 0.7573489226293143), (Л, 0.7447105019533182), (Я, 0.7407320126682708), (Д, 0.7376389486805807), (О, 0.7337562919239216), (Т, 0.71864418942383), (Ж, 0.7158342807293596), (Р, 0.7086560353958689), (Ы, 0.7070592974382696), (Ф, 0.6776413756874604), (Й, 0.6730839084145477), (З, 0.6723503393914875), (Ь, 0.6623267628711156), (Щ, 0.6520643617830348), (М, 0.622175306420827), (Ш, 0.5885168534844265), (Ё, 0.5394610820641221), (Ю, 0.532303667642621), (С, 0.5159217385516275), (Г, 0.5103175561932655)

(В, 0.9635644429562308), (Я, 0.8582508461074674), (И, 0.8420510158825373), (К, 0.8257478542258285), (Б, 0.8257393792562988), (Ф, 0.8205208615642864), (Н, 0.8167439554142942), (Р, 0.8040298783763835), (Е, 0.777042850167356), (Ц, 0.7662702498285179), (Ч, 0.744193038877312), (А, 0.7433501015958646), (П, 0.7411816753231502), (Ъ, 0.7390645360123611), (Х, 0.7235643010351673), (О, 0.7183812500489872), (Ы, 0.6955651828425768), (Ж, 0.6808079931888791), (Ь, 0.6738085054764349), (Й, 0.6719708153703586), (Э, 0.6509287228264131), (Д, 0.6462485915696705), (У, 0.6397950169667044), (З, 0.6255284136961639), (Л, 0.5890686664710549), (Щ, 0.5786503728432428), (М, 0.5705972786454744), (Т, 0.5423014082088864), (Ш, 0.534442045112549), (Ё, 0.49655533784546135), (Ю, 0.4857723115785393), (С, 0.41446860103744754), (Г, 0.4008061612797117)
(Ь, 0.9319118155103258), (Й, 0.8110172453666329), (Ё, 0.769139283176176), (Б, 0.7391287635210437), (Ц, 0.6931198386434232), (Ъ, 0.6873057910393654), (К, 0.6777170490660069), (Е, 0.6776921096478125), (О, 0.6730820595016307), (Э, 0.6494872419583739), (З, 0.6429724235668158), (А, 0.636919755524843), (В, 0.5999467050402193), (Д, 0.5965813335648162), (И, 0.5935814420998764), (Ч, 0.5928148538651854), (Н, 0.592696364872504), (Х, 0.5864356443848926), (П, 0.5797626616938691), (Р, 0.5365768850132466), (Щ, 0.5286674042300528), (Ы, 0.5280368558500312), (Я, 0.5202104443963507), (У, 0.5097383956952082), (С, 0.5081669042407504), (Ф, 0.504605894315944), (Л, 0.4963305502283073), (Ж, 0.47091086785167713), (М, 0.4658257383760983), (Т, 0.45611183915793474), (Ш, 0.42711067939522407), (Ю, 0.41915132663708854), (Г, 0.3935778466956572)
(Ю, 0.9604587754641486), (Ш, 0.9008582429290913), (М, 0.8983707266904634), (Щ, 0.8789920422176295), (Ы, 0.8056693967434168), (Ж, 0.7561353720494668), (О, 0.6898348719985521), (П, 0.6863860889654824), (Н, 0.6751416599701345), (Ч, 0.6671867108960876), (И, 0.6508252713524609), (Ц, 0.608509413859945), (Ф, 0.6020839246768117), (Э, 0.5937913765483837), (А, 0.5840709468714816), (Х, 0.5791173291671772), (Л, 0.5640023503609624), (К, 0.5540211277500457), (Я, 0.5537006410885389), (В, 0.5400199333460554), (У, 0.5321138266828017), (Ъ, 0.5192560481223341), (Й, 0.48490865217199075), (Ь, 0.4678493256624756), (Е, 0.4636474629105034), (Б, 0.45955122625522027), (Д, 0.4587096123934342), (Р, 0.45231745561939873), (С, 0.4072500582257247), (Ё, 0.3657496965946989), (Т, 0.3426736275068011), (З, 0.3013813481842117), (Г, 0.26235363240817156)
(Ж, 0.9586145693137846), (Ы, 0.8912781329519227), (Н, 0.8570335731331784), (Ч, 0.8414970481865285), (И, 0.8335163283184512), (П, 0.8177222086310496), (Ф, 0.8136490573383344), (М, 0.8040573384252778), (Я, 0.7946639225399096), (Ш, 0.7711157101150767), (Щ, 0.7627595992410768), (Х, 0.7530888676445863), (В, 0.7481946339096149), (А, 0.734493488079984), (Ц, 0.7292249847721792), (О, 0.716515480591386), (К, 0.708715695377131), (Ю, 0.702343963637805), (Э, 0.6839799851182233), (Ъ, 0.6795763688243506), (У, 0.662577547053389), (Л, 0.646920326801169), (Р, 0.6307590087377253), (Е, 0.613876932965459), (Б, 0.6108175956841704), (Д, 0.5675550136069971), (Й, 0.5462306139698554), (Ь, 0.5366252436913225), (Т, 0.49037878267486645), (З, 0.4521060601425164), (С, 0.3849994853652712), (Ё, 0.38050655842014736), (Г, 0.3306155416388228)
(И, 0.9793664999135054), (Н, 0.9655987716971355), (П, 0.8886222172109659), (К, 0.8644037540838767), (В, 0.860676110107697), (Ц, 0.8588409297452609), (Я, 0.8363525995389983), (О, 0.8305785221810382), (Ч, 0.8267100631720354), (Ы, 0.826033285902325), (А, 0.8236303816735409), (Х, 0.8133810795533549), (Ф, 0.8111048147564895), (Ж, 0.7970255541726808), (Е, 0.7713458544845542), (Б, 0.7696212192085756), (Р, 0.7695263588618259), (Ъ, 0.7584916609927594), (Э, 0.7519640615782207), (У, 0.7364076152013104), (Щ, 0.7163659273547018), (Л, 0.7059711682261582), (М, 0.7019667031138944), (Д, 0.7018900504404749), (Й, 0.6932328930508225), (Ш, 0.6685033727656442), (Ь, 0.6657193136309911), (Ю, 0.6198018999737724), (З, 0.595070447428117), (Т, 0.5874877309744635), (Ё, 0.5223576055647376), (С, 0.49962502327236624), (Г, 0.45367313291382816)
(Ы, 0.9654759582235395), (Ж, 0.8833699089738735), (Н, 0.8783302566139924), (И, 0.8527227682562435), (П, 0.8417939249785801), (М, 0.8351067114319983), (Щ, 0.8143643244763129), (Ч, 0.8136570708309386), (Ш, 0.8023358549907351), (О, 0.8019005043475178), (Ф, 0.7874813010803118), (Я, 0.7642576024505274), (Ц, 0.7637296560525764), (А, 0.7525278577580716), (Ю, 0.7523938328115662), (В, 0.7481592721462778), (Х, 0.734072437698424), (К, 0.7313028910799158), (Э, 0.7081349177001567), (Ъ, 0.6766500083866949), (Л, 0.6697401848810618), (У, 0.6542188384355916), (Б, 0.6423256768527582), (Р, 0.6405020622159721), (Е, 0.6355583102449368), (Й, 0.6157370359024783), (Д, 0.6056146110435932), (Ь, 0.5927671292865713), (Т, 0.48164066266886363), (З, 0.473317662094069), (Ё, 0.45179421869390657), (С, 0.44829687788450856), (Г, 0.3621073873210665)
(Х, 0.9645643418936448), (Ц, 0.8767606596303571), (К, 0.8561500507367474), (Ъ, 0.8447548587154228), (А, 0.8421935538391281), (Э, 0.8421350347601297), (П, 0.841698211900263), (У, 0.8231521572162595), (Н, 0.8190645359217459), (Ч, 0.8139669520107964), (И, 0.8122574685723702), (Е, 0.8036285981372828), (В, 0.758445810956951), (Б, 0.7573489226293143), (Л, 0.7447105019533182), (Я, 0.7407320126682708), (Д, 0.7376389486805807), (О, 0.7337562919239216), (Т, 0.71864418942383), (Ж, 0.7158342807293596), (Р, 0.7086560353958689), (Ы, 0.7070592974382696), (Ф, 0.6776413756874604), (Й, 0.6730839084145477), (З, 0.6723503393914875), (Ь, 0.6623267628711156), (Щ, 0.6520643617830348), (М, 0.622175306420827), (Ш, 0.5885168534844265), (Ё, 0.5394610820641221), (Ю, 0.532303667642621), (С, 0.5159217385516275), (Г, 0.5103175561932655)

(Ц, 0.970582944669097), (К, 0.920593474775064), (Е, 0.8530844996399005), (А, 0.8512193755504895), (О, 0.844186988653926), (П, 0.8412383085926642), (Х, 0.8411675642380194), (Э, 0.835118501981216), (И, 0.8322058922128488), (Н, 0.8315238749829561), (Б, 0.8282150354496387), (Ъ, 0.8211497439837209), (Й, 0.7919076624483375), (Ч, 0.782458751933445), (У, 0.7762255958036327), (Д, 0.7752534105329211), (В, 0.7728055626026018), (Ь, 0.7657540579256538), (Р, 0.7357066044634621), (Л, 0.7261591762591872), (Ы, 0.7221614641073618), (Я, 0.71766647042291), (З, 0.692252518823117), (Ж, 0.6857017584285124), (Щ, 0.6834592679380616), (Ф, 0.6790622914499187), (Т, 0.6609544837166001), (Ё, 0.6482672396969251), (М, 0.6297678569885101), (Ш, 0.5937653202428494), (С, 0.5924115251267947), (Ю, 0.5596913638949039), (Г, 0.5345383456464661)
(А, 0.9641782764623544), (Ц, 0.8832659926959298), (К, 0.8505088019001746), (Э, 0.8344836019448614), (Х, 0.8323452792723511), (Ъ, 0.8226354250289367), (Н, 0.8192051352238149), (И, 0.8086116453649953), (П, 0.8027596395055387), (Б, 0.7881054503541833), (О, 0.7842808586431647), (Е, 0.7824980645756794), (Ч, 0.7776348501499079), (Й, 0.7704397891458454), (Д, 0.7660030753613436), (В, 0.7636890548735212), (Я, 0.7457414596286314), (У, 0.7319377451367401), (Ь, 0.7283060516949), (Л, 0.7280880675112658), (Ы, 0.7247728763252981), (Р, 0.7044046134835209), (Ж, 0.6974249514597047), (З, 0.6895548733366241), (Ф, 0.6873478112933624), (Щ, 0.6564373913937714), (Т, 0.6318265376854562), (М, 0.6281303893843282), (Ё, 0.5955765874298236), (Ш, 0.589922481740337), (Ю, 0.5464497307478857), (С, 0.5211027823401553), (Г, 0.4809015868287282)
(Р, 0.9609133055621789), (Е, 0.8107719991088155), (К, 0.7989494395505368), (В, 0.7806674148514519), (Б, 0.7768448130002438), (И, 0.7571499535728682), (Н, 0.7223928620726405), (Я, 0.7184051308360451), (Ц, 0.7164438684075007), (Д, 0.7042710078153485), (П, 0.6919527396820779), (О, 0.6904535505638567), (У, 0.6846678254521001), (А, 0.6773810802944263), (Ф, 0.6756267020927906), (Х, 0.6621335106184334), (Й, 0.656156883605582), (З, 0.637858101268852), (Ъ, 0.6232328566631524), (Т, 0.611595998862285), (Ч, 0.6076727768566997), (Л, 0.6007542352774641), (Ь, 0.5982807185001944), (Ы, 0.5902141547858101), (Э, 0.5884906351251336), (Ж, 0.567210941959702), (Г, 0.5401392062728247), (Ё, 0.516578602617837), (С, 0.5078468621012895), (Щ, 0.49617514122129514), (М, 0.46432634875409173), (Ш, 0.4364888823106008), (Ю, 0.3993533712899595)
(С, 0.9187106177843681), (Г, 0.6925742942602979), (Ё, 0.6479612652899963), (Д, 0.5946264910605316), (О, 0.5584838591586114), (Й, 0.5575582213694308), (Л, 0.5574921115576129), (У, 0.537297533398078), (Ц, 0.5198022344476386), (Е, 0.5145580569451821), (Т, 0.513585777379032), (Э, 0.512408650444715), (П, 0.49207542198652754), (К, 0.49129057300846224), (Ь, 0.46266568179998646), (Х, 0.4463827125752341), (Б, 0.4457629178579664), (А, 0.44424048773739333), (З, 0.44393859361138566), (Щ, 0.42999228036314774), (И, 0.42496247912964136), (Н, 0.4230421535150958), (Р, 0.4218747891397956), (Ъ, 0.3840656701327524), (Ы, 0.37815976561014), (Ч, 0.35313542331906), (Ю, 0.3513048380330286), (М, 0.3442314704474876), (Ш, 0.34043331740141713), (В, 0.33792289275217524), (Ж, 0.31757729112974686), (Я, 0.2865053630761618), (Ф, 0.2547419442183356)
(Т, 0.945533399296401), (У, 0.7364535056298217), (Д, 0.7350779823194735), (Г, 0.7290452821750291), (Е, 0.6975184129702643), (З, 0.683119627828515), (Л, 0.6734488442867563), (Х, 0.658900437360143), (К, 0.6412458585746034), (Ц, 0.6249406913759796), (Э, 0.6198279441646051), (Р, 0.617203422195338), (Б, 0.5978652584915268), (П, 0.5962300644714718), (А, 0.5943906732667956), (Ъ, 0.570624879482016), (С, 0.5650675991931945), (И, 0.5537948422836119), (Н, 0.5452824698687269), (Й, 0.5431456414147074), (О, 0.5220052760071567), (В, 0.5202692781555485), (Ё, 0.49769931639583254), (Я, 0.49480391511268407), (Ч, 0.4900684619781257), (Ь, 0.4768807145842655), (Ж, 0.42746379487442865), (Ы, 0.4269173007370881), (Ф, 0.40570676285950646), (Щ, 0.3842256134781592), (М, 0.3425823789726755), (Ш, 0.32577240027041543), (Ю, 0.2745652879552585)
(В, 0.9635644429562308), (Я, 0.8582508461074674), (И, 0.8420510158825373), (К, 0.8257478542258285), (Б, 0.8257393792562988), (Ф, 0.8205208615642864), (Н, 0.8167439554142942), (Р, 0.8040298783763835), (Е, 0.777042850167356), (Ц, 0.7662702498285179), (Ч, 0.744193038877312), (А, 0.7433501015958646), (П, 0.7411816753231502), (Ъ, 0.7390645360123611), (Х, 0.7235643010351673), (О, 0.7183812500489872), (Ы, 0.6955651828425768), (Ж, 0.6808079931888791), (Ь, 0.6738085054764349), (Й, 0.6719708153703586), (Э, 0.6509287228264131), (Д, 0.6462485915696705), (У, 0.6397950169667044), (З, 0.6255284136961639), (Л, 0.5890686664710549), (Щ, 0.5786503728432428), (М, 0.5705972786454744), (Т, 0.5423014082088864), (Ш, 0.534442045112549), (Ё, 0.49655533784546135), (Ю, 0.4857723115785393), (С, 0.41446860103744754), (Г, 0.4008061612797117)




(Э, 0.9574048615107195), (Ц, 0.8731177101354676), (Х, 0.8610273678107593), (А, 0.8484165951113678), (Ъ, 0.8322841514894732), (К, 0.8019349100947435), (П, 0.800458959460058), (Л, 0.7702442088776964), (Д, 0.7696327715460693), (Е, 0.7640521528337626), (Н, 0.7630377175430051), (Ч, 0.7595692928529347), (О, 0.7520513083688387), (У, 0.7491573244502316), (Й, 0.7471309817910159), (И, 0.7462571738473494), (Б, 0.7440622719808813), (Ь, 0.7231503281842742), (З, 0.6989642803043894), (Ы, 0.6874079236062142), (В, 0.6849551242605066), (Т, 0.6840375749574256), (Ж, 0.6641437861076414), (Щ, 0.6608395425653282), (Я, 0.6607841908588559), (Р, 0.6289662033587932), (Ё, 0.6280960916976268), (М, 0.6223739041752763), (Ф, 0.5988402077700581), (Ш, 0.592389817628548), (С, 0.5643554072287853), (Ю, 0.5455356811745493), (Г, 0.5176727971901135)
(Т, 0.945533399296401), (У, 0.7364535056298217), (Д, 0.7350779823194735), (Г, 0.7290452821750291), (Е, 0.6975184129702643), (З, 0.683119627828515), (Л, 0.6734488442867563), (Х, 0.658900437360143), (К, 0.6412458585746034), (Ц, 0.6249406913759796), (Э, 0.6198279441646051), (Р, 0.617203422195338), (Б, 0.5978652584915268), (П, 0.5962300644714718), (А, 0.5943906732667956), (Ъ, 0.570624879482016), (С, 0.5650675991931945), (И, 0.5537948422836119), (Н, 0.5452824698687269), (Й, 0.5431456414147074), (О, 0.5220052760071567), (В, 0.5202692781555485), (Ё, 0.49769931639583254), (Я, 0.49480391511268407), (Ч, 0.4900684619781257), (Ь, 0.4768807145842655), (Ж, 0.42746379487442865), (Ы, 0.4269173007370881), (Ф, 0.40570676285950646), (Щ, 0.3842256134781592), (М, 0.3425823789726755), (Ш, 0.32577240027041543), (Ю, 0.2745652879552585)
(О, 0.9743818942953082), (Ц, 0.8433916087439919), (П, 0.8216899754531235), (Н, 0.805788854576172), (К, 0.8036131042604168), (И, 0.8030088618868434), (Й, 0.7790818649054396), (А, 0.7703665322950539), (Ы, 0.7628394337133152), (Э, 0.7569511554870155), (Щ, 0.7456468678657369), (Е, 0.7404267346962166), (Б, 0.729740486188891), (Д, 0.7290919111145792), (Х, 0.7259659645606666), (Ч, 0.7170581801190434), (Ь, 0.7135414263364868), (Л, 0.7123975512247805), (В, 0.708121267702634), (У, 0.7042592950796431), (Ъ, 0.6878295880052818), (Р, 0.6861683241141081), (Ж, 0.6859124217086592), (М, 0.6827329172713992), (Я, 0.662745305386598), (Ш, 0.656365514016043), (Ф, 0.6562952985830965), (Ю, 0.6462940480149066), (Ё, 0.6453580172261343), (С, 0.6353712288908361), (З, 0.5810840712813226), (Т, 0.5594635553011686), (Г, 0.5125428526015215)

(Т, 0.945533399296401), (У, 0.7364535056298217), (Д, 0.7350779823194735), (Г, 0.7290452821750291), (Е, 0.6975184129702643), (З, 0.683119627828515), (Л, 0.6734488442867563), (Х, 0.658900437360143), (К, 0.6412458585746034), (Ц, 0.6249406913759796), (Э, 0.6198279441646051), (Р, 0.617203422195338), (Б, 0.5978652584915268), (П, 0.5962300644714718), (А, 0.5943906732667956), (Ъ, 0.570624879482016), (С, 0.5650675991931945), (И, 0.5537948422836119), (Н, 0.5452824698687269), (Й, 0.5431456414147074), (О, 0.5220052760071567), (В, 0.5202692781555485), (Ё, 0.49769931639583254), (Я, 0.49480391511268407), (Ч, 0.4900684619781257), (Ь, 0.4768807145842655), (Ж, 0.42746379487442865), (Ы, 0.4269173007370881), (Ф, 0.40570676285950646), (Щ, 0.3842256134781592), (М, 0.3425823789726755), (Ш, 0.32577240027041543), (Ю, 0.2745652879552585)
(Е, 0.9492070921996159), (Б, 0.8761779233869711), (К, 0.8702745312905893), (Ц, 0.8178959916265874), (Й, 0.784605149971678), (Р, 0.7785458749984353), (Д, 0.7764170185245707), (З, 0.7633174400622981), (Ь, 0.7539671661358215), (О, 0.7408623202160474), (Ъ, 0.7396758325300135), (И, 0.7382450649933364), (Х, 0.7374875849527026), (В, 0.7364561014684634), (А, 0.7329392450227061), (У, 0.7293560956916558), (П, 0.723084296946311), (Н, 0.7192636247133984), (Э, 0.7136638959087072), (Т, 0.6898087207115755), (Ё, 0.6859433153254993), (Ч, 0.6574414919115413), (Я, 0.6546258462099328), (Л, 0.6496732237200371), (С, 0.6076248489349126), (Ф, 0.6047830546137507), (Г, 0.5987909461259546), (Ы, 0.589615320129143), (Ж, 0.5574314589015673), (Щ, 0.5448897579078064), (М, 0.4881617322469378), (Ш, 0.4557748062711494), (Ю, 0.42352998096979266)
(С, 0.9187106177843681), (Г, 0.6925742942602979), (Ё, 0.6479612652899963), (Д, 0.5946264910605316), (О, 0.5584838591586114), (Й, 0.5575582213694308), (Л, 0.5574921115576129), (У, 0.537297533398078), (Ц, 0.5198022344476386), (Е, 0.5145580569451821), (Т, 0.513585777379032), (Э, 0.512408650444715), (П, 0.49207542198652754), (К, 0.49129057300846224), (Ь, 0.46266568179998646), (Х, 0.4463827125752341), (Б, 0.4457629178579664), (А, 0.44424048773739333), (З, 0.44393859361138566), (Щ, 0.42999228036314774), (И, 0.42496247912964136), (Н, 0.4230421535150958), (Р, 0.4218747891397956), (Ъ, 0.3840656701327524), (Ы, 0.37815976561014), (Ч, 0.35313542331906), (Ю, 0.3513048380330286), (М, 0.3442314704474876), (Ш, 0.34043331740141713), (В, 0.33792289275217524), (Ж, 0.31757729112974686), (Я, 0.2865053630761618), (Ф, 0.2547419442183356)
